epoch,train_loss,train_wing,train_bone,lr,epoch_seconds,val_pck,val_auc,val_mpjpe,val_n
1,45.272372,40.267068,2502.651944,9.99755747e-05,44.10,,,,
2,38.950745,35.587237,1681.753561,9.99023231e-05,32.78,,,,
3,37.163890,34.328433,1417.728415,9.97803172e-05,31.85,,,,
4,33.381627,31.231880,1074.873410,9.96096777e-05,26.15,,,,
5,32.405317,30.518961,943.177760,9.93905729e-05,20.64,0.837904,0.755048,31.4358,4126
